library_code,category_code,code,name_fr,service_type,unit_label_fr,focus_terms,volume_eligible,recurring_eligible,credit_eligible,order,macro_category_code,subcategory_code,secondary_subcategory_codes_json,description_fr,standard_deliverables_fr,standard_proof_fr,status,version,franchisee_can_create,franchisee_can_edit,franchisee_delete_policy,central_approval_flags
IT,IT-CLOUD,IT-CLOUD-MIG,Migration vers le cloud,IMPLEMENTATION,"applications, serveurs et données","[""workloads à migrer"", ""cloud cible"", ""dépendances"", ""fenêtre de migration"", ""réversibilité""]",True,False,True,11,IT-MACRO-INFRA,IT-CLOUD,[],"Prestation structurée de migration vers le cloud comprenant cadrage, exécution, contrôle, documentation et réception.","solution installée, configurée, testée et documentée","PV de tests, documentation et réception",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-CLOUD,IT-M365,Déploiement Microsoft 365 ou Google Workspace,IMPLEMENTATION,comptes et domaines,"[""nombre de comptes"", ""messagerie actuelle"", ""domaines"", ""migration de fichiers"", ""sécurité des identités""]",True,False,True,12,IT-MACRO-INFRA,IT-CLOUD,"[""IT-SUPPORT""]","Prestation structurée de déploiement microsoft 365 ou google workspace comprenant cadrage, exécution, contrôle, documentation et réception.","solution installée, configurée, testée et documentée","PV de tests, documentation et réception",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DEV,IT-WEB-SHOWCASE,Création de site Web vitrine,CREATIVE_TECH,"pages, langues et formulaires","[""nombre de pages"", ""langues"", ""identité visuelle"", ""contenus"", ""hébergement et domaine""]",False,False,True,13,IT-MACRO-DIGITAL,IT-DEV,[],"Prestation structurée de création de site web vitrine comprenant cadrage, exécution, contrôle, documentation et réception.","design, réalisation, intégration, mise en ligne et accès",site fonctionnel et recette,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DEV,IT-ECOMMERCE,Création de boutique e-commerce,CREATIVE_TECH,"produits, commandes et langues","[""catalogue produits"", ""paiement"", ""livraison"", ""stock"", ""intégrations ERP""]",False,False,True,14,IT-MACRO-DIGITAL,IT-DEV,[],"Prestation structurée de création de boutique e-commerce comprenant cadrage, exécution, contrôle, documentation et réception.","design, réalisation, intégration, mise en ligne et accès",site fonctionnel et recette,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DEV,IT-WEB-APP,Développement d’application Web métier,SOFTWARE_PROJECT,"utilisateurs, modules et workflows","[""rôles utilisateurs"", ""modules"", ""workflows"", ""intégrations"", ""données à migrer""]",False,False,True,15,IT-MACRO-DIGITAL,IT-DEV,[],"Prestation structurée de développement d’application web métier comprenant cadrage, exécution, contrôle, documentation et réception.","application, code, documentation, tests et déploiement",recette fonctionnelle et accès livrés,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DEV,IT-MOBILE-APP,Développement d’application mobile,SOFTWARE_PROJECT,"plateformes, utilisateurs et écrans","[""iOS/Android"", ""fonctionnalités"", ""mode hors ligne"", ""notifications"", ""publication stores""]",False,False,True,16,IT-MACRO-DIGITAL,IT-DEV,[],"Prestation structurée de développement d’application mobile comprenant cadrage, exécution, contrôle, documentation et réception.","application, code, documentation, tests et déploiement",recette fonctionnelle et accès livrés,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DEV,IT-ERP-CRM,Implémentation ou intégration ERP/CRM,SOFTWARE_PROJECT,"utilisateurs, modules et entités","[""processus métier"", ""modules"", ""reprise des données"", ""interfaces"", ""formation""]",False,False,True,17,IT-MACRO-DIGITAL,IT-DEV,"[""IT-SUPPORT""]","Prestation structurée de implémentation ou intégration erp/crm comprenant cadrage, exécution, contrôle, documentation et réception.","application, code, documentation, tests et déploiement",recette fonctionnelle et accès livrés,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DATA,IT-BI,Data warehouse et tableaux de bord BI,DATA_PROJECT,"sources, indicateurs et utilisateurs","[""sources de données"", ""KPI"", ""fréquence de rafraîchissement"", ""qualité des données"", ""droits d’accès""]",False,False,True,18,IT-MACRO-DIGITAL,IT-DATA,[],"Prestation structurée de data warehouse et tableaux de bord bi comprenant cadrage, exécution, contrôle, documentation et réception.","modèle de données, pipelines, tableaux de bord et documentation",contrôles qualité et validation KPI,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-DATA,IT-AI-AUTO,"Automatisation IA, assistants et chatbots",AI_PROJECT,"processus, documents et utilisateurs","[""cas d’usage"", ""sources de connaissance"", ""actions automatisées"", ""validation humaine"", ""confidentialité""]",False,False,True,19,IT-MACRO-DIGITAL,IT-DATA,[],"Prestation structurée de automatisation ia, assistants et chatbots comprenant cadrage, exécution, contrôle, documentation et réception.","cas d’usage, prototype, intégrations, garde-fous et documentation","tests, mesures et validation métier",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
IT,IT-IOT,IT-CCTV-IOT,"Vidéosurveillance, contrôle d’accès et IoT",IMPLEMENTATION,"caméras, portes, capteurs et sites","[""zones à couvrir"", ""rétention vidéo"", ""accès distant"", ""détection intelligente"", ""alimentation et réseau""]",True,False,True,20,IT-MACRO-DIGITAL,IT-IOT,[],"Prestation structurée de vidéosurveillance, contrôle d’accès et iot comprenant cadrage, exécution, contrôle, documentation et réception.","solution installée, configurée, testée et documentée","PV de tests, documentation et réception",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-STRAT,COM-MKT-STRAT,Stratégie marketing globale,ADVISORY,"marchés, segments et offres","[""objectifs marketing"", ""segments cibles"", ""positionnement"", ""canaux"", ""indicateurs""]",False,False,True,1,COM-MACRO-BRAND,COM-STRAT,[],"Prestation structurée de stratégie marketing globale comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-STRAT,COM-BRAND,Plateforme de marque et stratégie de branding,CREATIVE_STRATEGY,marques et gammes,"[""raison d’être"", ""positionnement"", ""promesse"", ""personnalité"", ""architecture de marque""]",False,False,True,2,COM-MACRO-BRAND,COM-STRAT,[],"Prestation structurée de plateforme de marque et stratégie de branding comprenant cadrage, exécution, contrôle, documentation et réception.","territoires créatifs, recommandations et sélection finale",présentation et validation,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-STRAT,COM-NAMING,"Naming de marque, produit ou service",CREATIVE_STRATEGY,noms et territoires,"[""univers lexical"", ""marchés linguistiques"", ""disponibilité souhaitée"", ""contraintes juridiques"", ""critères de sélection""]",False,False,True,3,COM-MACRO-BRAND,COM-STRAT,[],"Prestation structurée de naming de marque, produit ou service comprenant cadrage, exécution, contrôle, documentation et réception.","territoires créatifs, recommandations et sélection finale",présentation et validation,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DESIGN,COM-VISUAL-ID,Identité visuelle et charte graphique,CREATIVE,supports et déclinaisons,"[""logo existant"", ""univers visuel"", ""supports prioritaires"", ""formats"", ""charte attendue""]",True,False,True,4,COM-MACRO-CONTENT,COM-DESIGN,[],"Prestation structurée de identité visuelle et charte graphique comprenant cadrage, exécution, contrôle, documentation et réception.","concepts, fichiers sources et déclinaisons finales",fichiers livrés aux formats convenus,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DESIGN,COM-GRAPHIC,Création graphique et supports commerciaux,CREATIVE,visuels et formats,"[""type de support"", ""dimensions"", ""quantités"", ""contenus fournis"", ""contraintes d’impression""]",True,False,True,5,COM-MACRO-CONTENT,COM-DESIGN,[],"Prestation structurée de création graphique et supports commerciaux comprenant cadrage, exécution, contrôle, documentation et réception.","concepts, fichiers sources et déclinaisons finales",fichiers livrés aux formats convenus,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-CONTENT,COM-COPY,"Rédaction Web, commerciale et institutionnelle",CONTENT,"pages, articles et langues","[""ton éditorial"", ""cibles"", ""volumes de mots"", ""SEO"", ""sources disponibles""]",True,False,True,6,COM-MACRO-CONTENT,COM-CONTENT,"[""COM-DIGITAL""]","Prestation structurée de rédaction web, commerciale et institutionnelle comprenant cadrage, exécution, contrôle, documentation et réception.","contenus rédigés, relus et livrés aux formats convenus",contenus validés,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-CONTENT,COM-CONTENT-PLAN,Stratégie éditoriale et calendrier de contenu,CONTENT_STRATEGY,canaux et publications,"[""canaux"", ""fréquence"", ""thématiques"", ""formats"", ""processus de validation""]",False,True,True,7,COM-MACRO-CONTENT,COM-CONTENT,[],"Prestation structurée de stratégie éditoriale et calendrier de contenu comprenant cadrage, exécution, contrôle, documentation et réception.","ligne éditoriale, calendrier, formats et gouvernance",plan éditorial validé,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DIGITAL,COM-SOCIAL-STRAT,Stratégie réseaux sociaux,ADVISORY,réseaux et audiences,"[""plateformes"", ""audiences"", ""objectifs"", ""ligne éditoriale"", ""indicateurs""]",False,False,True,8,COM-MACRO-ACQ,COM-DIGITAL,[],"Prestation structurée de stratégie réseaux sociaux comprenant cadrage, exécution, contrôle, documentation et réception.","analyse, recommandations, feuille de route et ateliers",livrables validés et compte rendu,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DIGITAL,COM-COMMUNITY,Community management,MANAGED_SERVICE,comptes et publications,"[""réseaux"", ""fréquence"", ""modération"", ""réponses clients"", ""reporting""]",True,True,True,9,COM-MACRO-ACQ,COM-DIGITAL,[],"Prestation structurée de community management comprenant cadrage, exécution, contrôle, documentation et réception.","service récurrent, SLA, rapports et support",rapports périodiques et tickets,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DIGITAL,COM-SEO,Référencement naturel SEO,MANAGED_SERVICE,"sites, pages et mots-clés","[""site cible"", ""marchés"", ""mots-clés"", ""contenus"", ""SEO technique""]",True,True,True,10,COM-MACRO-ACQ,COM-DIGITAL,[],"Prestation structurée de référencement naturel seo comprenant cadrage, exécution, contrôle, documentation et réception.","service récurrent, SLA, rapports et support",rapports périodiques et tickets,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-DIGITAL,COM-EMAIL,E-mail marketing et automatisation,CAMPAIGN,contacts et scénarios,"[""taille base"", ""consentements"", ""scénarios"", ""outil actuel"", ""objectifs de conversion""]",False,True,True,11,COM-MACRO-ACQ,COM-DIGITAL,[],"Prestation structurée de e-mail marketing et automatisation comprenant cadrage, exécution, contrôle, documentation et réception.","plan de campagne, paramétrage, créations, diffusion et reporting",rapports plateforme et bilan,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-ADS,COM-DIGITAL-ADS,Campagnes publicitaires digitales,CAMPAIGN,"campagnes, audiences et budgets","[""plateformes publicitaires"", ""budget média"", ""cibles"", ""créatifs"", ""conversion""]",False,True,True,12,COM-MACRO-ACQ,COM-ADS,[],"Prestation structurée de campagnes publicitaires digitales comprenant cadrage, exécution, contrôle, documentation et réception.","plan de campagne, paramétrage, créations, diffusion et reporting",rapports plateforme et bilan,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-ADS,COM-MEDIA,Plan média et achat d’espace,CAMPAIGN,supports et périodes,"[""zone"", ""audience"", ""budget"", ""supports"", ""mesure d’impact""]",False,True,True,13,COM-MACRO-ACQ,COM-ADS,[],"Prestation structurée de plan média et achat d’espace comprenant cadrage, exécution, contrôle, documentation et réception.","plan de campagne, paramétrage, créations, diffusion et reporting",rapports plateforme et bilan,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-AV,COM-PHOTO,"Photographie corporate, produit ou immobilière",CREATIVE_PRODUCTION,"photos, produits et lieux","[""type de shooting"", ""nombre de produits"", ""lieux"", ""retouches"", ""droits d’usage""]",True,False,True,14,COM-MACRO-CONTENT,COM-AV,[],"Prestation structurée de photographie corporate, produit ou immobilière comprenant cadrage, exécution, contrôle, documentation et réception.","production, fichiers maîtres et exports multi-formats",fichiers et droits d’usage,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-AV,COM-VIDEO,Production vidéo corporate ou publicitaire,CREATIVE_PRODUCTION,vidéos et durées,"[""objectif"", ""durée"", ""scénario"", ""lieux"", ""formats de diffusion""]",True,False,True,15,COM-MACRO-CONTENT,COM-AV,[],"Prestation structurée de production vidéo corporate ou publicitaire comprenant cadrage, exécution, contrôle, documentation et réception.","production, fichiers maîtres et exports multi-formats",fichiers et droits d’usage,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-AV,COM-MOTION,Motion design et animation,CREATIVE_PRODUCTION,séquences et durées,"[""style graphique"", ""durée"", ""voix-off"", ""langues"", ""formats""]",True,False,True,16,COM-MACRO-CONTENT,COM-AV,[],"Prestation structurée de motion design et animation comprenant cadrage, exécution, contrôle, documentation et réception.","production, fichiers maîtres et exports multi-formats",fichiers et droits d’usage,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-PR,COM-PR,Relations presse et relations publiques,MANAGED_SERVICE,campagnes et médias,"[""messages clés"", ""porte-parole"", ""médias cibles"", ""calendrier"", ""gestion de crise""]",True,True,True,17,COM-MACRO-INFLUENCE,COM-PR,[],"Prestation structurée de relations presse et relations publiques comprenant cadrage, exécution, contrôle, documentation et réception.","service récurrent, SLA, rapports et support",rapports périodiques et tickets,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-PR,COM-INFLUENCE,Marketing d’influence,CAMPAIGN,créateurs et contenus,"[""cible"", ""plateformes"", ""nombre de créateurs"", ""formats"", ""droits de réutilisation""]",False,True,True,18,COM-MACRO-INFLUENCE,COM-PR,[],"Prestation structurée de marketing d’influence comprenant cadrage, exécution, contrôle, documentation et réception.","plan de campagne, paramétrage, créations, diffusion et reporting",rapports plateforme et bilan,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-EVENT,COM-EVENT,Conception et communication événementielle,EVENT,"participants, jours et lieux","[""type d’événement"", ""participants"", ""lieu"", ""programme"", ""prestations techniques""]",False,False,True,19,COM-MACRO-INFLUENCE,COM-EVENT,[],"Prestation structurée de conception et communication événementielle comprenant cadrage, exécution, contrôle, documentation et réception.","concept, planning, coordination, exécution et bilan","PV, photos et bilan",ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
COM,COM-EVENT,COM-PRINT-SIGN,"Impression, PLV et signalétique",PRODUCTION,"unités, formats et sites","[""supports"", ""dimensions"", ""quantités"", ""matières"", ""installation""]",True,False,True,20,COM-MACRO-INFLUENCE,COM-EVENT,[],"Prestation structurée de impression, plv et signalétique comprenant cadrage, exécution, contrôle, documentation et réception.","produits conformes, BAT et livraison/installation",BAT et bon de livraison,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-BOOK,ACC-BOOKKEEPING,Tenue comptable externalisée,OUTSOURCING,"écritures, comptes et mois","[""volume de pièces"", ""logiciel"", ""périodicité"", ""plan comptable"", ""mode de transmission""]",True,True,True,1,ACC-MACRO-ACCOUNTING,ACC-BOOK,[],"Prestation structurée de tenue comptable externalisée comprenant cadrage, exécution, contrôle, documentation et réception.","opérations exécutées, contrôles et reporting périodique",rapports et pièces de contrôle,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
ACC,ACC-BOOK,ACC-CLEANUP,Rattrapage et régularisation comptable,PROJECT,"mois, écritures et comptes","[""périodes en retard"", ""volume de pièces"", ""écarts connus"", ""logiciel"", ""date de clôture""]",False,False,True,2,ACC-MACRO-ACCOUNTING,ACC-BOOK,[],"Prestation structurée de rattrapage et régularisation comptable comprenant cadrage, exécution, contrôle, documentation et réception.","livrables du projet, planning, contrôles et clôture",livrables et PV,ACTIVE,1,True,True,ARCHIVE_IF_REFERENCED,"[""FINANCIAL_RULES"", ""CONTRACT_CLAUSES"", ""LEGAL_TEXT"", ""PENALTIES"", ""SCORING_BLOCKERS""]"
