question_id,template_key,library_code,category_code,service_code,phase,section,order,label_fr,help_fr,answer_type,required,required_for_quote,options_json,validation_json,condition_json,data_key,weight,max_score,anomaly_code,risk_code,recommendation_code,opportunity_service_code,sensitivity,modifiable_by_franchisee,deletion_policy,requires_central_approval,status,version,origin
Q-PROV-IT-FIREWALL-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-INFRA,IT-FIREWALL,PROVIDER_QUALIFICATION,Qualification par service,14,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Déploiement de pare-feu et sécurisation réseau ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en sites et connexions.,TABLE,True,False,[],{},{},provider.it_firewall.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-VOIP-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-INFRA,IT-VOIP,PROVIDER_QUALIFICATION,Qualification par service,15,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Téléphonie IP, centre d’appels et communications unifiées ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en postes, numéros et sites.",TABLE,True,False,[],{},{},provider.it_voip.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-CYBER-AUDIT-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CYBER,IT-CYBER-AUDIT,PROVIDER_QUALIFICATION,Qualification par service,16,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Audit de cybersécurité ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en utilisateurs, actifs et sites.",TABLE,True,False,[],{},{},provider.it_cyber_audit.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-PENTEST-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CYBER,IT-PENTEST,PROVIDER_QUALIFICATION,Qualification par service,17,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Test d’intrusion Web, mobile ou infrastructure ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en applications, IP et environnements.",TABLE,True,False,[],{},{},provider.it_pentest.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-SOC-MDR-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CYBER,IT-SOC-MDR,PROVIDER_QUALIFICATION,Qualification par service,18,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Supervision SOC/MDR et réponse aux incidents ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en postes, serveurs et journaux.",TABLE,True,False,[],{},{},provider.it_soc_mdr.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-BACKUP-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CYBER,IT-BACKUP,PROVIDER_QUALIFICATION,Qualification par service,19,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Sauvegarde, restauration et archivage ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en Go/To, postes, serveurs et sites.",TABLE,True,False,[],{},{},provider.it_backup.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-BCP-DRP-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CYBER,IT-BCP-DRP,PROVIDER_QUALIFICATION,Qualification par service,20,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Plan de continuité et plan de reprise informatique ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en processus et systèmes critiques.,TABLE,True,False,[],{},{},provider.it_bcp_drp.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-CLOUD-MIG-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CLOUD,IT-CLOUD-MIG,PROVIDER_QUALIFICATION,Qualification par service,21,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Migration vers le cloud ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en applications, serveurs et données.",TABLE,True,False,[],{},{},provider.it_cloud_mig.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-M365-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-CLOUD,IT-M365,PROVIDER_QUALIFICATION,Qualification par service,22,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Déploiement Microsoft 365 ou Google Workspace ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en comptes et domaines.,TABLE,True,False,[],{},{},provider.it_m365.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-WEB-SHOWCASE-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DEV,IT-WEB-SHOWCASE,PROVIDER_QUALIFICATION,Qualification par service,23,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Création de site Web vitrine ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en pages, langues et formulaires.",TABLE,True,False,[],{},{},provider.it_web_showcase.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-ECOMMERCE-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DEV,IT-ECOMMERCE,PROVIDER_QUALIFICATION,Qualification par service,24,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Création de boutique e-commerce ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en produits, commandes et langues.",TABLE,True,False,[],{},{},provider.it_ecommerce.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-WEB-APP-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DEV,IT-WEB-APP,PROVIDER_QUALIFICATION,Qualification par service,25,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Développement d’application Web métier ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en utilisateurs, modules et workflows.",TABLE,True,False,[],{},{},provider.it_web_app.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-MOBILE-APP-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DEV,IT-MOBILE-APP,PROVIDER_QUALIFICATION,Qualification par service,26,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Développement d’application mobile ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en plateformes, utilisateurs et écrans.",TABLE,True,False,[],{},{},provider.it_mobile_app.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-ERP-CRM-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DEV,IT-ERP-CRM,PROVIDER_QUALIFICATION,Qualification par service,27,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Implémentation ou intégration ERP/CRM ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en utilisateurs, modules et entités.",TABLE,True,False,[],{},{},provider.it_erp_crm.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-BI-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DATA,IT-BI,PROVIDER_QUALIFICATION,Qualification par service,28,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Data warehouse et tableaux de bord BI ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en sources, indicateurs et utilisateurs.",TABLE,True,False,[],{},{},provider.it_bi.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-AI-AUTO-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-DATA,IT-AI-AUTO,PROVIDER_QUALIFICATION,Qualification par service,29,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Automatisation IA, assistants et chatbots ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en processus, documents et utilisateurs.",TABLE,True,False,[],{},{},provider.it_ai_auto.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-IT-CCTV-IOT-EXPERIENCE,PROV_SERVICE_EXPERIENCE,IT,IT-IOT,IT-CCTV-IOT,PROVIDER_QUALIFICATION,Qualification par service,30,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Vidéosurveillance, contrôle d’accès et IoT ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en caméras, portes, capteurs et sites.",TABLE,True,False,[],{},{},provider.it_cctv_iot.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-LEGAL,PROV_COMMON_LEGAL,COM,,,PROVIDER_QUALIFICATION,Qualification générale,1,Votre entreprise est-elle administrativement active et autorisée à fournir les prestations de cette bibliothèque ?,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",YES_NO,True,False,[],{},{},provider.com.base_legal,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,True,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-INSURANCE,PROV_COMMON_INSURANCE,COM,,,PROVIDER_QUALIFICATION,Qualification générale,2,Disposez-vous d’une assurance responsabilité professionnelle adaptée aux services proposés ?,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",YES_NO,True,False,[],{},{},provider.com.base_insurance,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,True,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-TEAM,PROV_COMMON_TEAM,COM,,,PROVIDER_QUALIFICATION,Qualification générale,3,"Décrivez la taille, les rôles et l’expérience de l’équipe affectable à cette bibliothèque.","Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",TABLE,True,False,[],{},{},provider.com.base_team,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-REFERENCES,PROV_COMMON_REFERENCES,COM,,,PROVIDER_QUALIFICATION,Qualification générale,4,Fournissez au moins trois références comparables réalisées récemment.,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",TABLE,True,False,[],{},{},provider.com.base_references,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-CAPACITY,PROV_COMMON_CAPACITY,COM,,,PROVIDER_QUALIFICATION,Qualification générale,5,Quelle capacité mensuelle pouvez-vous garantir sans dégrader la qualité ?,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",QUANTITY,True,False,[],{},{},provider.com.base_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-REGIONS,PROV_COMMON_REGIONS,COM,,,PROVIDER_QUALIFICATION,Qualification générale,6,Dans quelles régions pouvez-vous intervenir sur site et à distance ?,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",MULTIPLE_CHOICE,True,False,[],{},{},provider.com.base_regions,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-SLA,PROV_COMMON_SLA,COM,,,PROVIDER_QUALIFICATION,Qualification générale,7,"Quels délais de réponse, démarrage, correction et support pouvez-vous garantir ?","Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",TABLE,True,False,[],{},{},provider.com.base_sla,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-QUALITY,PROV_COMMON_QUALITY,COM,,,PROVIDER_QUALIFICATION,Qualification générale,8,Quel processus de contrôle qualité appliquez-vous avant livraison ?,"Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",LONG_TEXT,True,False,[],{},{},provider.com.base_quality,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-SUBCONTRACTING,PROV_COMMON_SUBCONTRACTING,COM,,,PROVIDER_QUALIFICATION,Qualification générale,9,"Recourez-vous à de la sous-traitance secondaire et, si oui, comment la contrôlez-vous ?","Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",LONG_TEXT,True,False,[],{},{},provider.com.base_subcontracting,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BASE-SECURITY,PROV_COMMON_SECURITY,COM,,,PROVIDER_QUALIFICATION,Qualification générale,10,"Comment protégez-vous les informations, documents et accès confiés par les clients ?","Cette information est utilisée pour qualifier le sous-traitant dans la bibliothèque « Communication, marketing et création ».",LONG_TEXT,True,False,[],{},{},provider.com.base_security,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,True,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-MKT-STRAT-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-STRAT,COM-MKT-STRAT,PROVIDER_QUALIFICATION,Qualification par service,11,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Stratégie marketing globale ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en marchés, segments et offres.",TABLE,True,False,[],{},{},provider.com_mkt_strat.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-BRAND-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-STRAT,COM-BRAND,PROVIDER_QUALIFICATION,Qualification par service,12,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Plateforme de marque et stratégie de branding ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en marques et gammes.,TABLE,True,False,[],{},{},provider.com_brand.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-NAMING-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-STRAT,COM-NAMING,PROVIDER_QUALIFICATION,Qualification par service,13,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Naming de marque, produit ou service ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en noms et territoires.,TABLE,True,False,[],{},{},provider.com_naming.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-VISUAL-ID-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DESIGN,COM-VISUAL-ID,PROVIDER_QUALIFICATION,Qualification par service,14,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Identité visuelle et charte graphique ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en supports et déclinaisons.,TABLE,True,False,[],{},{},provider.com_visual_id.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-GRAPHIC-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DESIGN,COM-GRAPHIC,PROVIDER_QUALIFICATION,Qualification par service,15,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Création graphique et supports commerciaux ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en visuels et formats.,TABLE,True,False,[],{},{},provider.com_graphic.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-COPY-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-CONTENT,COM-COPY,PROVIDER_QUALIFICATION,Qualification par service,16,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Rédaction Web, commerciale et institutionnelle ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en pages, articles et langues.",TABLE,True,False,[],{},{},provider.com_copy.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-CONTENT-PLAN-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-CONTENT,COM-CONTENT-PLAN,PROVIDER_QUALIFICATION,Qualification par service,17,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Stratégie éditoriale et calendrier de contenu ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en canaux et publications.,TABLE,True,False,[],{},{},provider.com_content_plan.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-SOCIAL-STRAT-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DIGITAL,COM-SOCIAL-STRAT,PROVIDER_QUALIFICATION,Qualification par service,18,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Stratégie réseaux sociaux ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en réseaux et audiences.,TABLE,True,False,[],{},{},provider.com_social_strat.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-COMMUNITY-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DIGITAL,COM-COMMUNITY,PROVIDER_QUALIFICATION,Qualification par service,19,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Community management ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en comptes et publications.,TABLE,True,False,[],{},{},provider.com_community.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-SEO-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DIGITAL,COM-SEO,PROVIDER_QUALIFICATION,Qualification par service,20,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « Référencement naturel SEO ».","Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en sites, pages et mots-clés.",TABLE,True,False,[],{},{},provider.com_seo.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-PROV-COM-EMAIL-EXPERIENCE,PROV_SERVICE_EXPERIENCE,COM,COM-DIGITAL,COM-EMAIL,PROVIDER_QUALIFICATION,Qualification par service,21,"Présentez votre expérience, vos références, votre équipe et votre capacité pour le service « E-mail marketing et automatisation ».",Joignez des preuves et indiquez le volume maximal que vous pouvez réaliser en contacts et scénarios.,TABLE,True,False,[],{},{},provider.com_email.experience_capacity,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
