question_id,template_key,library_code,category_code,service_code,phase,section,order,label_fr,help_fr,answer_type,required,required_for_quote,options_json,validation_json,condition_json,data_key,weight,max_score,anomaly_code,risk_code,recommendation_code,opportunity_service_code,sensitivity,modifiable_by_franchisee,deletion_policy,requires_central_approval,status,version,origin
Q-RFQ-IT-AUDIT-SI-BUDGET,RFQ_COMMON_BUDGET,IT,IT-GOV,IT-AUDIT-SI,RFQ,Budget,11,Quelle enveloppe budgétaire ou fourchette avez-vous prévue pour cette mission ?,La réponse peut rester confidentielle et sert à proposer une solution adaptée.,MONEY,False,False,[],{},{},rfq.it_audit_si.budget,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-ACCEPTANCE,RFQ_COMMON_ACCEPTANCE,IT,IT-GOV,IT-AUDIT-SI,RFQ,Réception,12,Selon quels critères objectifs considérerez-vous la prestation comme conforme et terminée ?,"Définissez les résultats, tests, formats et validations attendus.",LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_audit_si.acceptance,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-SUPPORT,RFQ_COMMON_SUPPORT,IT,IT-GOV,IT-AUDIT-SI,RFQ,Accompagnement,13,"Avez-vous besoin de formation, transfert de compétences, support ou maintenance après livraison ?","Précisez la durée, les populations et le niveau de support.",MULTIPLE_CHOICE,False,False,"[""FORMATION"", ""TRANSFERT_COMPETENCES"", ""SUPPORT"", ""MAINTENANCE"", ""ACCOMPAGNEMENT"", ""AUCUN""]",{},{},rfq.it_audit_si.support,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-PAYMENT,RFQ_COMMON_PAYMENT,IT,IT-GOV,IT-AUDIT-SI,RFQ,Modalités,14,"Quelles modalités de facturation, d’acompte ou de paiement souhaitez-vous proposer ?",Le prestataire pourra accepter ou proposer une variante dans son devis.,SINGLE_CHOICE,False,False,"[""ACOMPTE_SOLDE"", ""PAR_JALONS"", ""MENSUEL"", ""A_LA_LIVRAISON"", ""A_NEGOCIER""]",{},{},rfq.it_audit_si.payment,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-SPECIAL,RFQ_COMMON_SPECIAL,IT,IT-GOV,IT-AUDIT-SI,RFQ,Contraintes particulières,15,"Existe-t-il une contrainte, un risque ou une attente particulière non couverte par les questions précédentes ?",Ajoutez toute information utile à un devis fiable.,LONG_TEXT,False,False,[],{},{},rfq.it_audit_si.special,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-F1,RFQ_FOCUS_1,IT,IT-GOV,IT-AUDIT-SI,RFQ,Spécification métier,16,Décrivez précisément vos exigences concernant « cartographie du SI » pour le service « Audit du système d’information et feuille de route ».,Cette réponse permet aux sous-traitants de chiffrer correctement la composante « cartographie du SI ».,LONG_TEXT,True,True,[],"{""min_length"": 5}",{},rfq.it_audit_si.focus_1,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-F2,RFQ_FOCUS_2,IT,IT-GOV,IT-AUDIT-SI,RFQ,État existant,17,Quel est l’état actuel de « gouvernance » et quelles difficultés rencontrez-vous ?,Cette réponse permet aux sous-traitants de chiffrer correctement la composante « gouvernance ».,LONG_TEXT,True,True,[],"{""min_length"": 5}",{},rfq.it_audit_si.focus_2,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-F3,RFQ_FOCUS_3,IT,IT-GOV,IT-AUDIT-SI,RFQ,Volumes,18,"Quels volumes, fréquences, niveaux ou capacités sont attendus pour « risques prioritaires » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « risques prioritaires ».,TABLE,True,True,[],{},{},rfq.it_audit_si.focus_3,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-F4,RFQ_FOCUS_4,IT,IT-GOV,IT-AUDIT-SI,RFQ,Qualité attendue,19,"Quels standards, niveaux de qualité ou indicateurs souhaitez-vous appliquer à « budget numérique » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « budget numérique ».,LONG_TEXT,False,False,[],{},{},rfq.it_audit_si.focus_4,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-F5,RFQ_FOCUS_5,IT,IT-GOV,IT-AUDIT-SI,RFQ,Limites,20,"Quelles limites, exclusions ou contraintes doivent être prises en compte pour « feuille de route » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « feuille de route ».,LONG_TEXT,False,False,[],{},{},rfq.it_audit_si.focus_5,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-X1,RFQ_TYPE_AUDIT_X1,IT,IT-GOV,IT-AUDIT-SI,RFQ,Méthode d’audit,21,"Souhaitez-vous un audit documentaire, des entretiens, des tests sur site, des échantillonnages ou une combinaison de ces méthodes ?",Question spécialisée pour cadrer et chiffrer correctement le service « Audit du système d’information et feuille de route ».,MULTIPLE_CHOICE,True,True,"[""REVUE_DOCUMENTAIRE"", ""ENTRETIENS"", ""SUR_SITE"", ""TESTS"", ""ECHANTILLONNAGE""]",{},{},rfq.it_audit_si.x1,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-X2,RFQ_TYPE_AUDIT_X2,IT,IT-GOV,IT-AUDIT-SI,RFQ,Référentiel,22,"Quel référentiel, norme, politique interne ou niveau de maturité doit servir de base à l’évaluation ?",Question spécialisée pour cadrer et chiffrer correctement le service « Audit du système d’information et feuille de route ».,LONG_TEXT,False,False,[],{},{},rfq.it_audit_si.x2,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-X3,RFQ_TYPE_AUDIT_X3,IT,IT-GOV,IT-AUDIT-SI,RFQ,Échantillonnage,23,"Quels sites, périodes, dossiers, actifs ou populations doivent obligatoirement être inclus dans l’échantillon ?",Question spécialisée pour cadrer et chiffrer correctement le service « Audit du système d’information et feuille de route ».,TABLE,True,True,[],{},{},rfq.it_audit_si.x3,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-X4,RFQ_TYPE_AUDIT_X4,IT,IT-GOV,IT-AUDIT-SI,RFQ,Restitution,24,"Quel niveau de détail attendez-vous dans le rapport, la restitution et le plan d’action ?",Question spécialisée pour cadrer et chiffrer correctement le service « Audit du système d’information et feuille de route ».,SINGLE_CHOICE,True,True,[],{},{},rfq.it_audit_si.x4,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-AUDIT-SI-X5,RFQ_TYPE_AUDIT_X5,IT,IT-GOV,IT-AUDIT-SI,RFQ,Indépendance,25,"Existe-t-il des exigences d’indépendance, de confidentialité ou de qualification des auditeurs ?",Question spécialisée pour cadrer et chiffrer correctement le service « Audit du système d’information et feuille de route ».,LONG_TEXT,False,False,[],{},{},rfq.it_audit_si.x5,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-OBJECTIVE,RFQ_COMMON_OBJECTIVE,IT,IT-GOV,IT-ARCHI,RFQ,Objectif,1,Quel est l’objectif principal attendu pour le service « Architecture et urbanisation du système d’information » ?,Décrivez le résultat métier recherché et la raison de la demande.,LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_archi.objective,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-CURRENT_STATE,RFQ_COMMON_CURRENT_STATE,IT,IT-GOV,IT-ARCHI,RFQ,Situation actuelle,2,Quelle est votre situation actuelle concernant « Architecture et urbanisation du système d’information » ?,"Décrivez les outils, prestataires, pratiques ou solutions déjà en place.",LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_archi.current_state,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-SCOPE,RFQ_COMMON_SCOPE,IT,IT-GOV,IT-ARCHI,RFQ,Périmètre,3,Quel est le périmètre quantitatif exact à prendre en charge (applications et flux) ?,"Indiquez les volumes, sites, utilisateurs, unités ou lots concernés.",TABLE,True,True,[],{},{},rfq.it_archi.scope,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-LOCATIONS,RFQ_COMMON_LOCATIONS,IT,IT-GOV,IT-ARCHI,RFQ,Localisation,4,"Quels sites, villes ou zones géographiques sont concernés par « Architecture et urbanisation du système d’information » ?",Ajoutez chaque site et précisez si une intervention sur place est nécessaire.,TABLE,True,True,[],{},{},rfq.it_archi.locations,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-STAKEHOLDERS,RFQ_COMMON_STAKEHOLDERS,IT,IT-GOV,IT-ARCHI,RFQ,Parties prenantes,5,"Quels utilisateurs, équipes, décideurs ou tiers participeront au projet ?","Indiquez les rôles, responsabilités et interlocuteurs de validation.",TABLE,True,True,[],{},{},rfq.it_archi.stakeholders,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-DELIVERABLES,RFQ_COMMON_DELIVERABLES,IT,IT-GOV,IT-ARCHI,RFQ,Livrables,6,Quels livrables attendez-vous précisément du prestataire ?,Sélectionnez les livrables attendus et ajoutez les éléments spécifiques.,TABLE,True,True,[],{},{},rfq.it_archi.deliverables,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-DOCUMENTS,RFQ_COMMON_DOCUMENTS,IT,IT-GOV,IT-ARCHI,RFQ,Documents disponibles,7,"Quels documents, données, plans, contrats, accès ou contenus pouvez-vous fournir ?",Joignez les éléments disponibles et indiquez ceux qui seront fournis plus tard.,FILE,False,False,[],{},{},rfq.it_archi.documents,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-DEPENDENCIES,RFQ_COMMON_DEPENDENCIES,IT,IT-GOV,IT-ARCHI,RFQ,Dépendances,8,"Quelles dépendances, intégrations, autorisations ou contributions internes peuvent influencer la mission ?","Mentionnez les autres projets, systèmes, fournisseurs ou validations nécessaires.",LONG_TEXT,False,False,[],{},{},rfq.it_archi.dependencies,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-COMPLIANCE,RFQ_COMMON_COMPLIANCE,IT,IT-GOV,IT-ARCHI,RFQ,Contraintes,9,"Quelles contraintes réglementaires, de confidentialité, de sécurité, de marque ou de fonctionnement doivent être respectées ?",Indiquez les normes internes et obligations particulières.,LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_archi.compliance,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-TIMELINE,RFQ_COMMON_TIMELINE,IT,IT-GOV,IT-ARCHI,RFQ,Calendrier,10,Quelle est la date de démarrage souhaitée et quelles sont les échéances ou étapes impératives ?,"Ajoutez les jalons, dates de validation et date finale attendue.",TABLE,True,True,[],{},{},rfq.it_archi.timeline,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-BUDGET,RFQ_COMMON_BUDGET,IT,IT-GOV,IT-ARCHI,RFQ,Budget,11,Quelle enveloppe budgétaire ou fourchette avez-vous prévue pour cette mission ?,La réponse peut rester confidentielle et sert à proposer une solution adaptée.,MONEY,False,False,[],{},{},rfq.it_archi.budget,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-ACCEPTANCE,RFQ_COMMON_ACCEPTANCE,IT,IT-GOV,IT-ARCHI,RFQ,Réception,12,Selon quels critères objectifs considérerez-vous la prestation comme conforme et terminée ?,"Définissez les résultats, tests, formats et validations attendus.",LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_archi.acceptance,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-SUPPORT,RFQ_COMMON_SUPPORT,IT,IT-GOV,IT-ARCHI,RFQ,Accompagnement,13,"Avez-vous besoin de formation, transfert de compétences, support ou maintenance après livraison ?","Précisez la durée, les populations et le niveau de support.",MULTIPLE_CHOICE,False,False,"[""FORMATION"", ""TRANSFERT_COMPETENCES"", ""SUPPORT"", ""MAINTENANCE"", ""ACCOMPAGNEMENT"", ""AUCUN""]",{},{},rfq.it_archi.support,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-PAYMENT,RFQ_COMMON_PAYMENT,IT,IT-GOV,IT-ARCHI,RFQ,Modalités,14,"Quelles modalités de facturation, d’acompte ou de paiement souhaitez-vous proposer ?",Le prestataire pourra accepter ou proposer une variante dans son devis.,SINGLE_CHOICE,False,False,"[""ACOMPTE_SOLDE"", ""PAR_JALONS"", ""MENSUEL"", ""A_LA_LIVRAISON"", ""A_NEGOCIER""]",{},{},rfq.it_archi.payment,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-SPECIAL,RFQ_COMMON_SPECIAL,IT,IT-GOV,IT-ARCHI,RFQ,Contraintes particulières,15,"Existe-t-il une contrainte, un risque ou une attente particulière non couverte par les questions précédentes ?",Ajoutez toute information utile à un devis fiable.,LONG_TEXT,False,False,[],{},{},rfq.it_archi.special,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-F1,RFQ_FOCUS_1,IT,IT-GOV,IT-ARCHI,RFQ,Spécification métier,16,Décrivez précisément vos exigences concernant « architecture actuelle » pour le service « Architecture et urbanisation du système d’information ».,Cette réponse permet aux sous-traitants de chiffrer correctement la composante « architecture actuelle ».,LONG_TEXT,True,True,[],"{""min_length"": 5}",{},rfq.it_archi.focus_1,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-F2,RFQ_FOCUS_2,IT,IT-GOV,IT-ARCHI,RFQ,État existant,17,Quel est l’état actuel de « flux de données » et quelles difficultés rencontrez-vous ?,Cette réponse permet aux sous-traitants de chiffrer correctement la composante « flux de données ».,LONG_TEXT,True,True,[],"{""min_length"": 5}",{},rfq.it_archi.focus_2,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-F3,RFQ_FOCUS_3,IT,IT-GOV,IT-ARCHI,RFQ,Volumes,18,"Quels volumes, fréquences, niveaux ou capacités sont attendus pour « interopérabilité » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « interopérabilité ».,TABLE,True,True,[],{},{},rfq.it_archi.focus_3,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-F4,RFQ_FOCUS_4,IT,IT-GOV,IT-ARCHI,RFQ,Qualité attendue,19,"Quels standards, niveaux de qualité ou indicateurs souhaitez-vous appliquer à « dette technique » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « dette technique ».,LONG_TEXT,False,False,[],{},{},rfq.it_archi.focus_4,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-F5,RFQ_FOCUS_5,IT,IT-GOV,IT-ARCHI,RFQ,Limites,20,"Quelles limites, exclusions ou contraintes doivent être prises en compte pour « architecture cible » ?",Cette réponse permet aux sous-traitants de chiffrer correctement la composante « architecture cible ».,LONG_TEXT,False,False,[],{},{},rfq.it_archi.focus_5,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-X1,RFQ_TYPE_AUDIT_X1,IT,IT-GOV,IT-ARCHI,RFQ,Méthode d’audit,21,"Souhaitez-vous un audit documentaire, des entretiens, des tests sur site, des échantillonnages ou une combinaison de ces méthodes ?",Question spécialisée pour cadrer et chiffrer correctement le service « Architecture et urbanisation du système d’information ».,MULTIPLE_CHOICE,True,True,"[""REVUE_DOCUMENTAIRE"", ""ENTRETIENS"", ""SUR_SITE"", ""TESTS"", ""ECHANTILLONNAGE""]",{},{},rfq.it_archi.x1,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-X2,RFQ_TYPE_AUDIT_X2,IT,IT-GOV,IT-ARCHI,RFQ,Référentiel,22,"Quel référentiel, norme, politique interne ou niveau de maturité doit servir de base à l’évaluation ?",Question spécialisée pour cadrer et chiffrer correctement le service « Architecture et urbanisation du système d’information ».,LONG_TEXT,False,False,[],{},{},rfq.it_archi.x2,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-X3,RFQ_TYPE_AUDIT_X3,IT,IT-GOV,IT-ARCHI,RFQ,Échantillonnage,23,"Quels sites, périodes, dossiers, actifs ou populations doivent obligatoirement être inclus dans l’échantillon ?",Question spécialisée pour cadrer et chiffrer correctement le service « Architecture et urbanisation du système d’information ».,TABLE,True,True,[],{},{},rfq.it_archi.x3,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-X4,RFQ_TYPE_AUDIT_X4,IT,IT-GOV,IT-ARCHI,RFQ,Restitution,24,"Quel niveau de détail attendez-vous dans le rapport, la restitution et le plan d’action ?",Question spécialisée pour cadrer et chiffrer correctement le service « Architecture et urbanisation du système d’information ».,SINGLE_CHOICE,True,True,[],{},{},rfq.it_archi.x4,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-ARCHI-X5,RFQ_TYPE_AUDIT_X5,IT,IT-GOV,IT-ARCHI,RFQ,Indépendance,25,"Existe-t-il des exigences d’indépendance, de confidentialité ou de qualification des auditeurs ?",Question spécialisée pour cadrer et chiffrer correctement le service « Architecture et urbanisation du système d’information ».,LONG_TEXT,False,False,[],{},{},rfq.it_archi.x5,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-NETWORK-OBJECTIVE,RFQ_COMMON_OBJECTIVE,IT,IT-INFRA,IT-NETWORK,RFQ,Objectif,1,Quel est l’objectif principal attendu pour le service « Conception et installation réseau LAN/Wi-Fi » ?,Décrivez le résultat métier recherché et la raison de la demande.,LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_network.objective,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
Q-RFQ-IT-NETWORK-CURRENT_STATE,RFQ_COMMON_CURRENT_STATE,IT,IT-INFRA,IT-NETWORK,RFQ,Situation actuelle,2,Quelle est votre situation actuelle concernant « Conception et installation réseau LAN/Wi-Fi » ?,"Décrivez les outils, prestataires, pratiques ou solutions déjà en place.",LONG_TEXT,True,True,[],"{""min_length"": 10}",{},rfq.it_network.current_state,1,10,,,,,BUSINESS,True,ARCHIVE_IF_REFERENCED,False,ACTIVE,1,MATRICIA_GOLD_MASTER_BASELINE
